fblnAddressMismatch,fblnApplyRefundToNextYear,fblnCheck,fblnCorrectedW2,fblnDifferentRoutingNumber,fblnEITCFraud,fblnEmail,fblnEntityVariance,fblnEstimatedPayment,fblnForeignIP,fblnForeignIPState,fblnFraud,fblnHiRiskPrePaidDebitCard,fblnHiRiskPrePaidDebitCardState,fblnHiRiskRoutingNumber,fblnHiRiskRoutingNumberState,fblnIDAlreadyFiled,fblnIncomeBelowTaxThreshold,fblnIRAOrPension,fblnItemized,fblnMobileIP,fblnMobileIPState,fblnNonResident,fblnOutOfStateIP,fblnOutOfStateIPState,fblnPartYear,fblnPossiblyMilitary,fblnPriorFraudAtAddress,fblnPriorFraudWithBankAccount,fblnPriorFraudWithBankAccountState,fblnPriorFraudWithID,fblnPriorFraudWithPreparer,fblnPriorUIFound,fblnPrivateIP,fblnPrivateIPState,fblnRefundChannelChange,fblnRoundedIncomeEndsWith0s,fblnRoundedIncomeEndsWith0sState,fblnSpouseExists,fblnSSN,fblnSuspiciousDeviceID,fblnSuspiciousEmail,fblnSuspiciousIP,fblnSuspiciousIPState,fblnSuspiciousOccupation,fblnSuspiciousPreparerID,fblnSuspiciousRouting,fblnSuspiciousRoutingState,fblnThirdPartyDesignee,fblnUsedAPreparer,fblnValidRoutingNumber,fblnValidRoutingNumberState,fblnW2RetirementPlan,fblnW2StatutoryEmployee,fblnW2ThirdPartySickPay,fblnWagesMismatchUIWages,fint2106Count,fint2441Count,fint8582Count,fint8812Count,fint8829Count,fint8863Count,fint8880Count,fintAFIBankProductCode,fintAge,fintDeductionCount,fintDependentCount,fintDependentCountState,fintEntityDataStoreCount,fintEntityFilingPeriodCount,fintFundContributionCount,fintIPVersion,fintIPVersionState,fintIssueCount,fintNonrefundableCreditCount,fintNumberOfChildrenLivedWith,fintPeriodCount,fintPriorYearRefundCount,fintRefundVariance,fintSchedCCount,fintSchedDCount,fintSchedECount,fintSchedFCount,fintW2Count,fintW2CountState,fintW2InStateCount,fintW2ThreeYearCount,fintW2ThreeYearEmployerCount,fintWithholdingVariance,fintAdjustmentCount,fintDaysReceivedBeforeDue,fintEntityCountCalc,fintEntityCountState,fintFilingYear,flngFSISubmissionTimeSpan,flngGroupCode,flngSoftwareID,fdbl2106Deprecation,fdbl2106EZVehicleExpenses,fdbl2106VehicleExpenses,fdbl2441Paid,fdbl2441QualityCareExpenses,fdbl8812ChildTaxCredit,fdbl8863AmericanOpportExpenses,fdbl8863LifeLearningExpenses,fdbl8880AdditionalPrimaryIRA,fdbl8880AdditionalSpouseIRA,fdblAdditionalChildTaxCredit,fdblAGI,fdblAGIState,fdblAGILessWages,fdblAGILessWagesState,fdblAGIToIncome,fdblAGIToIncomeState,fdblAlimonyReceived,fdblAllIncome,fdblAllIncomeState,fdblAlternativeMinimumTax,fdblAmericanOpportunityCredit,fdblBusinessIncome,fdblBusinessIncomeLoss,fdblBusinessIncomeToAllIncome,fdblCapitalGainLoss,fdblChildTaxCredit,fdblEducationCredit,fdblEducatorExpenses,fdblEITC,fdblEstimatedTaxPayments,fdblExemptions,fdblFAGI,fdblFarmIncome,fdblHSADeduction,fdblIDTheft,fdblIDTheftScore,fdblIRADeduction,fdblIRADistributions,fdblItemized,fdblItemizedOrStandardDeduct,fdblMortgageInterestPaidOther,fdblMovingExpenses,fdblNetFarmProfit,fdblOrdinaryDividends,fdblOtherBusinessExpenses,fdblOtherProfit,fdblOtherTaxCredit,fdblOverallScore,fdblPensionAnnuities,fdblQ1UIWages,fdblQ2UIWages,fdblQ3UIWages,fdblQ4UIWages,fdblRefund,fdblRefundState,fdblRefundToIncome,fdblRefundToIncomeState,fdblRentalRealEstate,fdblResidentialEnergyCredit,fdblRetiredSavingsCredit,fdblSchedA1098MortgageInterest,fdblSchedA1098PtsNotReported,fdblSchedACasualtyLoss,fdblSchedACharityContributions,fdblSchedAEmployeeExpenses,fdblSchedAGifts,fdblSchedAInvestmentInterest,fdblSchedAMedicalDentalExpense,fdblSchedAMortgageInsurPrem,fdblSchedAMortgageInterest,fdblSchedAOtherExpenses,fdblSchedAOtherTaxes,fdblSchedAOtherThanCash,fdblSchedAPersonalPropertyTax,fdblSchedAPriorYearCarryOver,fdblSchedARealEstateTax,fdblSchedAStateAndLocalTax,fdblSchedATaxPreparationFees,fdblSchedATotalInterestPaid,fdblSchedATotalJobExpenses,fdblSchedATotalTaxesPaid,fdblSchedCAdvertising,fdblSchedCBusinessPropertyRent,fdblSchedCCarAndTruckExpenses,fdblSchedCCommissionFees,fdblSchedCContractLabor,fdblSchedCCostOfGoodsSold,fdblSchedCDepletion,fdblSchedCDepreciationSect179,fdblSchedCEmployeeBenefits,fdblSchedCGrossIncome,fdblSchedCGrossProfit,fdblSchedCHomeBusinessExpenses,fdblSchedCInsurance,fdblSchedCMachineryEquipment,fdblSchedCMealsEntertainment,fdblSchedCMortgageInterest,fdblSchedCNetGrossReceipts,fdblSchedCNetProfit,fdblSchedCOfficeExpenses,fdblSchedCOtherIncome,fdblSchedCPensionProfitShare,fdblSchedCProfessionalServices,fdblSchedCRepairsMaintenance,fdblSchedCReturnsAndAllowances,fdblSchedCSupplies,fdblSchedCTaxesAndLicenses,fdblSchedCTotalCosts,fdblSchedCTotalExpenses,fdblSchedCTotalGrossReceipts,fdblSchedCTotalOtherExpenses,fdblSchedCTravel,fdblSchedCUtilities,fdblSchedCWagesLessEmployee,fdblSchedDLongTermSalesPrice,fdblSchedDShortTermSalesPrice,fdblSchedETotalDepreciation,fdblSchedFCarAndTruckExpenses,fdblSchedFDepreciationSect179,fdblSchedFNetFarmProfit,fdblSchedFTotalExpenses,fdblSelfEmployedDeduction,fdblSelfEmployedHealthInsur,fdblSelfEmployedPension,fdblSelfEmployedTax,fdblSocialSecurityBenefits,fdblStateRefund,fdblSuspiciousIncrements,fdblTaxableInterest,fdblTaxableIRA,fdblTaxDue,fdblTaxDueToIncome,fdblTaxExemptInterest,fdblTotalAdjustments,fdblTotalAdjustmentsState,fdblTotalAlimonyPaid,fdblTotalCredits,fdblTotalCreditsState,fdblTotalIncome,fdblTotalIncomeState,fdblTotalOtherIncome,fdblTotalPayments,fdblTotalPaymentsState,fdblTotalTax,fdblTotalTaxablePensions,fdblTotalUIWages,fdblTuitionFeesDeduction,fdblUnemploymentCompensation,fdblW2AllocatedTips,fdblW2DependentCareBenefit,fdblW2EmployersUse,fdblW2LocalIncomeTax,fdblW2LocalWagesAndTips,fdblW2MedicareTaxWithheld,fdblW2MedicareWagesAndTips,fdblW2NonqualifiedPlans,fdblW2SocialSecurityTax,fdblW2SocialSecurityTips,fdblW2SocialSecurityWages,fdblW2StateIncomeTax,fdblW2StateWages,fdblW2Wages,fdblW2Withholding,fdblWages,fdblWagesState,fdblWagesToUIWages,fdblWithholding,fdblWithholdingState,fdblWithholdingLessRefund,fdblWithholdingLessRefundState,fdblWithholdingToWages,fdblWithholdingToWagesState,fintSelectionBias
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,11,0,4,4,6,0,0,4,3,3,0,0,0,0,1,0,0,1,1,3,1,245,42,32,2017,17719,0,0,0,0,0,0,0,0,0,0,0,0,0,30088,30088,0,0,1,1,0,30088,30088,0,0,0,0,0,0,0,0,0,0,0,0,30088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,0,0.04300718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,197,0.006547461,0,0,0,0,0,1116,0,25088,0,3779,0,1313,0,0,0,0,0,0,0,0,0,436,30088,0,1865,0,30088,1116,30088,30088,3779,30088,30088,0,3779,1116,2485,1116,0.1255983,0.0370912,6
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,14,15,0,4,4,5,0,1,8,2,3,0,0,0,0,1,1,1,7,3,3,1,199,109,95,2017,14236,0,0,0,0,0,0,0,0,0,0,0,0,0,28092,28092,0,0,1,1,0,28092,28092,0,0,0,0,0,0,1000,0,0,1844,0,8100,28092,0,0,0.4166667,0,0,0,0,9350,0,0,0,0,0,0,0,0,0,5296.82,7887.18,7466.37,7441.19,2421,0,0.08618112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,278,0.009896056,0,0,0,0,1000,665,28092,20092,0,2484,0,943,0,28091.56,0,0,0,0,4051,0,0,407,28092,0,1742,0,28092,665,28092,28092,640,28092,28092,1.000016,640,665,-1781,665,0.02278229,0.02367222,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,10,16,0,4,4,6,0,3,6,1,3,0,0,0,0,1,2,2,5,2,3,1,224,70,60,2016,10771,0,0,0,0,0,0,0,3000,0,0,0,0,2402,28473,28473,0,0,1,1,0,28473,28473,0,0,0,0,0,0,598,0,0,4102,0,16200,28473,0,0,0.1666667,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,5590.44,6621.89,9363.66,6172.43,8269,0,0.2904155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,241,0.008464159,0,0,0,0,598,436,28473,14473,0,8269,0,677,0,27748.42,0,0,0,0,4897,0,0,0,0,0,413,0,28473,436,28473,28473,1765,28473,28473,1.026112,1765,436,-6504,436,0.06198855,0.01531275,3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,4,4,6,0,0,4,3,3,0,0,0,0,1,1,1,4,1,3,1,197,71,59,2016,59,0,0,0,0,0,0,0,0,0,0,0,0,0,41608,41608,-250,-250,0.9940274,0.9940274,0,41858,41858,0,0,0,0,0,0,0,0,250,0,0,4050,41608,0,0,0.25,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,11049.18,11049.18,11737.13,11933.12,536,0,0.0128052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,29,0.000692819,0,250,0,0,0,1980,41858,36608,0,4764,0,2009,0,45768.61,0,0,0,0,12138,0,0,646,44541,0,0,0,0,1980,41858,41858,4764,41858,41858,0.914557,4764,1980,4228,1980,0.1138134,0.04730279,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,19,0,4,4,6,1,1,10,3,3,0,0,0,0,2,2,2,7,3,3,2,223,82,72,2016,14682,0,0,0,0,0,0,0,0,0,0,0,0,0,15542,15542,0,0,1,1,0,15542,15542,0,0,0,0,0,0,0,0,0,3373,0,8100,15542,0,0,0.25,0,0,0,0,9300,0,0,0,0,0,0,10,0,0,3476.78,4310.51,3968.54,3785.83,3692,0,0.2375499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,166,0.01068074,0,0,0,0,0,41,15542,7542,0,3692,0,217,0,15541.66,0,0,0,0,6273,0,0,167,11511,0,714,0,11511,13,11511,11511,141,15542,15542,1.000022,319,41,-3373,41,0.02052503,0.002638013,3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,19,0,4,4,6,0,1,10,0,3,0,0,0,0,2,2,2,8,3,3,2,239,136,123,2016,320,0,0,0,0,0,0,0,0,0,0,0,0,0,24581,24581,0,0,1,1,0,24581,24581,0,0,0,0,0,0,0,0,0,2352,0,8100,24581,0,0,0,0,0,0,0,9300,0,0,0,0,0,0,0,0,0,5167.92,6223.8,6655.45,3177.8,2241,0,0.09116798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,313,0.01273341,0,0,0,0,0,420,24581,16581,0,2959,0,733,0,21224.97,0,0,0,0,10182,0,0,175,12036,0,746,0,12036,23,12036,12036,5,24581,24581,1.158117,607,420,-1634,420,0.02469387,0.01708637,9
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,15,0,4,4,6,1,0,5,4,3,0,0,0,0,1,0,0,4,2,3,1,188,88,76,2017,147,0,0,0,0,0,0,0,0,0,0,0,0,0,60538,60538,-2558,-2558,0.9594586,0.9594586,0,63096,63096,0,0,0,0,0,0,0,0,0,0,0,4050,60538,0,58,0,0,0,0,0,6350,0,0,0,0,0,0,2413,0,0,0,0,0,0,3324,0,0.05268163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,730,0.01156967,0,2558,0,0,0,0,63096,55538,0,11594,0,3143,0,0,0,0,0,0,2759,679,67854,955,65854,0,4083,0,65854,2539,65096,63096,11594,63096,63096,0,11594,0,8270,0,0.1837517,0,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,18,0,4,4,6,0,0,11,6,3,0,0,0,0,1,0,0,2,1,3,1,259,88,76,2017,83,0,0,0,0,0,0,0,0,0,0,0,0,0,38892,38892,3530,3530,1,1,0,38892,38892,0,0,0,0,0,0,0,0,0,0,0,4050,38892,0,0,0.25,0,0,0,18179,18179,0,0,0,0,0,0,0,0,0,0,0,0,0,2610,872,0.06710891,0.02242106,0,0,0,0,0,0,7000,3754,3500,0,6455,0,0,0,0,3500,0,0,0,1765,200,0,3954,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0.6,0,0,0,0,0,0,0,0,0,1765,38892,18013,2700,4645,0,893,0,0,0,0,0,0,7048,0,0,513,35362,0,2192,0,35362,1765,35362,35362,4645,35362,35362,0,4645,1765,2035,893,0.1313557,0.04991233,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,18,18,0,4,4,6,0,0,10,5,3,0,0,0,0,3,2,2,7,2,3,3,199,119,101,2017,36094,0,0,0,0,0,0,0,0,0,4694,0,0,0,47777,47777,-1007,-1007,0.979358,0.979358,0,48784,48784,0,0,0,0,0,0,0,939,250,0,0,4050,47777,0,0,0.3333333,0,0,0,0,6350,0,0,0,0,0,0,0,0,0,14032.74,13601.36,14060.12,12782.94,1614,0,0.03308462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,134,0.002746802,0,1007,0,0,939,2241,48784,42777,0,5815,0,2375,0,54477.16,0,0,0,0,61,0,0,457,31487,0,189,0,3050,1392,28707,28707,3937,48784,48784,0.8954945,5815,2241,4201,2241,0.1191989,0.04593719,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1,17,17,0,4,4,4,1,1,12,5,3,0,0,0,0,1,1,1,4,1,3,1,249,118,101,2017,37735,0,0,0,0,0,3230,3230,1000,0,0,0,0,637,29192,29192,0,0,1,1,0,29192,29192,0,0,0,0,0,0,363,0,0,1669,0,8100,29192,0,0,0.08333334,0,0,0,0,9350,0,0,0,0,0,0,243,0,0,0,0,0,0,2306,0,0.07899424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,766,0.02624007,0,0,0,0,1173,0,29192,21192,0,2306,0,1009,0,0,0,0,0,0,6223,0,0,437,30140,0,1869,0,30140,0,29192,29192,0,29192,29192,0,0,0,-2306,0,0,0,2
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,16,17,0,4,4,7,0,1,11,2,3,0,0,0,0,1,1,1,4,2,3,1,233,102,86,2016,5472,0,0,0,0,0,0,0,1000,0,0,0,0,522,26217,26217,-250,-250,0.9905543,0.9905543,0,26467,26467,0,0,0,0,0,0,478,0,250,2049,0,12150,26217,0,0,0.1666667,0,0,0,0,9300,0,0,0,0,0,0,0,0,0,7248.5,6487,11987.16,12352.24,2571,0,0.09713984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,167,0.006309744,0,250,0,0,478,488,26467,15217,0,2571,0,655,0,38074.9,0,0,0,0,4725,0,0,400,27590,0,432,0,6965,488,26467,26467,0,26467,26467,0.6951299,0,488,-2571,488,0,0.01843805,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,24,17,0,4,4,6,0,3,12,1,3,0,0,0,0,2,2,2,5,2,3,2,238,177,153,2017,73,0,0,0,0,0,0,0,0,0,0,0,0,0,51301,51301,14361,14361,1,1,0,51301,51301,0,0,0,0,0,0,3000,0,0,0,0,16200,51301,0,0,0.3333333,0,0,0,0,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,5008,0,0.09761993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,898,0.01750453,0,0,0,0,3000,1100,51301,37301,0,5798,0,1981,14361,0,0,0,0,0,3,0,0,409,28204,0,1749,0,28204,379,27073,27073,3707,36940,36940,0,5798,1100,790,1100,0.1569572,0.02977802,3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,12,14,0,4,4,6,0,0,9,5,3,0,0,0,0,1,0,0,2,1,3,1,210,75,63,2017,53240,0,0,0,0,0,0,0,0,0,0,1709,0,0,30189,30189,0,0,1,1,0,30189,30189,0,0,0,0,0,0,0,0,0,0,0,4050,30189,0,0,0.1666667,0,0,0,0,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2,0.005730564,6.62E-05,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,171,1321,30189,25189,0,2502,0,1319,0,0,0,0,0,0,1709,0,0,463,31898,0,1978,0,31898,1321,30189,30189,2502,30189,30189,0,2502,1321,2329,1319,0.08287787,0.04375766,10
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,10,0,4,4,6,1,0,2,2,3,0,0,0,0,6,6,6,14,8,3,6,214,57,48,2017,84,0,0,0,0,0,0,0,0,0,0,0,0,0,18117,18117,0,0,1,1,0,18117,18117,0,0,0,0,0,0,0,0,0,0,0,0,18117,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,344,0,0.01898769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,73,0.004029365,0,0,0,0,0,521,0,13117,0,1117,0,599,0,0,0,0,0,0,613,0,0,221,15251,0,946,0,15251,472,15251,15251,1035,18117,18117,0,1117,521,773,521,0.0616548,0.02875752,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,11,0,4,4,6,0,0,3,2,3,0,0,0,0,1,1,1,4,2,3,1,196,49,40,2017,78765,0,0,0,0,0,0,0,0,0,0,0,0,0,13580,13580,0,0,1,1,0,13580,13580,0,0,0,0,0,0,0,0,0,110,0,0,13580,0,0,0.4166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399.67,2457.58,3702.44,5020.19,186,0,0.01369661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,55,0.004050074,0,0,0,0,0,268,0,8580,0,504,0,323,0,13579.88,0,0,0,0,0,0,0,197,13580,0,842,0,13580,268,13580,13580,394,13580,13580,1.000009,394,268,208,268,0.02901326,0.0197349,2
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,0,4,4,6,1,0,0,0,3,0,0,0,0,2,2,2,7,5,3,2,225,26,21,2017,45942,0,0,0,0,0,0,0,0,0,0,0,0,0,19364,19364,0,0,1,1,0,19364,19364,0,0,0,0,0,0,0,0,0,0,0,0,19364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,178,0,0.009192316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,43,0.002220616,0,0,0,0,0,623,0,14364,0,1076,0,671,0,0,0,0,0,0,0,0,0,67,4648,0,288,0,4648,42,4648,4648,98,19364,19364,0,1076,623,898,623,0.05556703,0.0321731,8
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,17,17,0,4,4,7,0,2,11,2,3,0,0,0,0,2,2,2,6,3,3,2,248,110,93,2017,318,0,0,0,0,0,0,0,2000,0,0,0,0,1582,25659,25659,0,0,1,1,0,25659,25659,0,0,0,0,0,0,418,0,0,4071,0,12150,25659,0,0,0.08333334,0,0,0,0,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,6128,0,0.2388246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,418,619,25659,14659,0,6128,0,619,0,0,0,0,0,0,0,0,0,239,16515,0,1024,0,16515,336,16515,16515,475,25659,25659,0,475,619,-5653,619,0.01851202,0.02412409,7
